order_id,return_id,customer_id,support_agent_id,scenario_id,scenario_name,label,expected_rules,decision
order_101957,return_301957,customer_1210,agent_008,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104894,return_304894,customer_9903,agent_901,9,"Suspicious cluster: same agent, frequent customer returns, manual overrides",fraud,SUSPICIOUS_CLUSTER;NO_EVIDENCE;MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_102556,return_302556,customer_1078,agent_016,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_101638,return_301638,customer_0673,agent_019,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_104606,return_304606,customer_8001,agent_801,8,Repeated agent-customer approval pattern,fraud,REPEATED_AGENT_CUSTOMER_PAIR,APPROVED
order_104205,return_304205,customer_9004,agent_011,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_103096,return_303096,customer_1888,agent_103,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_102910,return_302910,customer_0646,agent_018,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101831,return_301831,customer_1715,agent_024,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103299,return_303299,customer_1129,agent_020,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_101327,return_301327,customer_1409,agent_005,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102543,return_302543,customer_1452,agent_001,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100386,return_300386,customer_1750,agent_006,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_102625,return_302625,customer_1488,agent_020,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_103063,return_303063,customer_0490,agent_013,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_100503,return_300503,customer_0353,agent_001,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104553,return_304553,customer_1299,agent_703,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_101445,return_301445,customer_0395,agent_019,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100557,return_300557,customer_1007,agent_022,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_104130,return_304130,customer_9001,agent_020,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_104054,return_304054,customer_0001,agent_024,5,Manual override on high-value refund,fraud,MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_102367,return_302367,customer_1002,agent_002,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103901,return_303901,customer_1595,agent_022,5,Manual override on high-value refund,fraud,MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_104793,return_304793,customer_9906,agent_902,9,"Suspicious cluster: same agent, frequent customer returns, manual overrides",fraud,SUSPICIOUS_CLUSTER;NO_EVIDENCE;MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_103808,return_303808,customer_0203,agent_018,5,Manual override on high-value refund,fraud,MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_104555,return_304555,customer_0503,agent_702,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_102213,return_302213,customer_0298,agent_002,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103566,return_303566,customer_1360,agent_101,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_103982,return_303982,customer_0669,agent_006,5,Manual override on high-value refund,fraud,MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_101273,return_301273,customer_0080,agent_004,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104404,return_304404,customer_0771,agent_701,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_103084,return_303084,customer_0462,agent_009,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_104448,return_304448,customer_1172,agent_703,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_103848,return_303848,customer_1239,agent_011,5,Manual override on high-value refund,fraud,MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_102275,return_302275,customer_1734,agent_003,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102769,return_302769,customer_1282,agent_002,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_103884,return_303884,customer_0571,agent_027,5,Manual override on high-value refund,fraud,MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_104745,return_304745,customer_8002,agent_802,8,Repeated agent-customer approval pattern,fraud,REPEATED_AGENT_CUSTOMER_PAIR,APPROVED
order_104321,return_304321,customer_1131,agent_702,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_102071,return_302071,customer_1492,agent_003,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102145,return_302145,customer_0226,agent_015,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104519,return_304519,customer_1443,agent_702,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_104449,return_304449,customer_1818,agent_701,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_100030,return_300030,customer_0849,agent_015,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103028,return_303028,customer_1239,agent_017,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_104467,return_304467,customer_0928,agent_701,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_100737,return_300737,customer_0957,agent_028,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_102469,return_302469,customer_0163,agent_019,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102363,return_302363,customer_0392,agent_001,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100437,return_300437,customer_0641,agent_024,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104463,return_304463,customer_1750,agent_703,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_104509,return_304509,customer_0426,agent_701,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_100665,return_300665,customer_1283,agent_003,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103572,return_303572,customer_0155,agent_101,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_103027,return_303027,customer_0095,agent_018,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_104363,return_304363,customer_0391,agent_702,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_101294,return_301294,customer_1670,agent_017,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_103710,return_303710,customer_0616,agent_103,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_103359,return_303359,customer_1629,agent_019,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_102549,return_302549,customer_1698,agent_029,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_100449,return_300449,customer_0965,agent_010,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103289,return_303289,customer_1303,agent_015,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_104176,return_304176,customer_9007,agent_014,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_101161,return_301161,customer_0028,agent_024,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104292,return_304292,customer_9003,agent_015,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_101788,return_301788,customer_0626,agent_029,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100002,return_300002,customer_0602,agent_004,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_101304,return_301304,customer_1110,agent_013,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_104246,return_304246,customer_9005,agent_101,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_103447,return_303447,customer_0517,agent_012,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_103782,return_303782,customer_1665,agent_101,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_101599,return_301599,customer_0649,agent_025,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101395,return_301395,customer_1381,agent_011,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100794,return_300794,customer_1282,agent_002,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_104333,return_304333,customer_0616,agent_702,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_101784,return_301784,customer_1407,agent_004,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_101576,return_301576,customer_1937,agent_022,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101668,return_301668,customer_0172,agent_018,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103243,return_303243,customer_1808,agent_027,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_102741,return_302741,customer_0122,agent_030,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_100547,return_300547,customer_1413,agent_020,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102202,return_302202,customer_0459,agent_027,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100956,return_300956,customer_0449,agent_004,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103136,return_303136,customer_1490,agent_001,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_100856,return_300856,customer_0070,agent_029,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103129,return_303129,customer_1875,agent_012,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_103765,return_303765,customer_0049,agent_101,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_101871,return_301871,customer_1460,agent_010,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102955,return_302955,customer_0843,agent_002,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104326,return_304326,customer_1338,agent_701,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_104534,return_304534,customer_0824,agent_702,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_104433,return_304433,customer_0481,agent_703,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_100399,return_300399,customer_1920,agent_024,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101744,return_301744,customer_0356,agent_019,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_103636,return_303636,customer_1827,agent_103,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_100782,return_300782,customer_0628,agent_017,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103737,return_303737,customer_1513,agent_102,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_101206,return_301206,customer_1179,agent_004,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102449,return_302449,customer_1522,agent_023,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103133,return_303133,customer_1770,agent_016,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_104029,return_304029,customer_0014,agent_019,5,Manual override on high-value refund,fraud,MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_100308,return_300308,customer_1252,agent_006,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104766,return_304766,customer_9901,agent_901,9,"Suspicious cluster: same agent, frequent customer returns, manual overrides",fraud,SUSPICIOUS_CLUSTER;NO_EVIDENCE;MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_103690,return_303690,customer_0259,agent_102,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_101617,return_301617,customer_1344,agent_012,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104492,return_304492,customer_1538,agent_702,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_102029,return_302029,customer_0311,agent_026,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_101221,return_301221,customer_0403,agent_022,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102980,return_302980,customer_0690,agent_010,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_102895,return_302895,customer_0058,agent_014,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_103219,return_303219,customer_0120,agent_023,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_101684,return_301684,customer_1829,agent_020,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102504,return_302504,customer_1708,agent_020,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_102097,return_302097,customer_0706,agent_025,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_102593,return_302593,customer_0910,agent_028,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101138,return_301138,customer_1785,agent_001,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101733,return_301733,customer_0249,agent_012,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104949,return_304949,customer_9906,agent_902,9,"Suspicious cluster: same agent, frequent customer returns, manual overrides",fraud,SUSPICIOUS_CLUSTER;NO_EVIDENCE;MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_103479,return_303479,customer_0127,agent_014,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_103283,return_303283,customer_0103,agent_016,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_101586,return_301586,customer_0854,agent_019,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101067,return_301067,customer_1777,agent_015,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101022,return_301022,customer_1994,agent_025,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100848,return_300848,customer_0106,agent_022,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_100491,return_300491,customer_0581,agent_024,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103900,return_303900,customer_0188,agent_018,5,Manual override on high-value refund,fraud,MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_102983,return_302983,customer_1372,agent_024,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_101374,return_301374,customer_1838,agent_022,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102968,return_302968,customer_0287,agent_025,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101497,return_301497,customer_1296,agent_013,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104815,return_304815,customer_9905,agent_902,9,"Suspicious cluster: same agent, frequent customer returns, manual overrides",fraud,SUSPICIOUS_CLUSTER;NO_EVIDENCE;MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_101606,return_301606,customer_0382,agent_010,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103022,return_303022,customer_0025,agent_019,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_104929,return_304929,customer_9904,agent_902,9,"Suspicious cluster: same agent, frequent customer returns, manual overrides",fraud,SUSPICIOUS_CLUSTER;NO_EVIDENCE;MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_103616,return_303616,customer_0354,agent_102,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_101816,return_301816,customer_1368,agent_008,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103989,return_303989,customer_1621,agent_017,5,Manual override on high-value refund,fraud,MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_100301,return_300301,customer_1356,agent_014,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_104884,return_304884,customer_9902,agent_901,9,"Suspicious cluster: same agent, frequent customer returns, manual overrides",fraud,SUSPICIOUS_CLUSTER;NO_EVIDENCE;MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_102731,return_302731,customer_0838,agent_026,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_103050,return_303050,customer_1641,agent_015,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_103587,return_303587,customer_0352,agent_103,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_102080,return_302080,customer_1259,agent_010,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_100598,return_300598,customer_1834,agent_004,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_101066,return_301066,customer_0621,agent_007,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_101234,return_301234,customer_0504,agent_012,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102500,return_302500,customer_0749,agent_001,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102753,return_302753,customer_1857,agent_019,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102317,return_302317,customer_0121,agent_001,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_104631,return_304631,customer_8002,agent_802,8,Repeated agent-customer approval pattern,fraud,REPEATED_AGENT_CUSTOMER_PAIR,APPROVED
order_103426,return_303426,customer_1984,agent_028,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_100226,return_300226,customer_0195,agent_023,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103533,return_303533,customer_1887,agent_101,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_104318,return_304318,customer_9005,agent_014,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_102003,return_302003,customer_1124,agent_020,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100554,return_300554,customer_1962,agent_022,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101527,return_301527,customer_0796,agent_006,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102306,return_302306,customer_0652,agent_025,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101010,return_301010,customer_1450,agent_030,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_104661,return_304661,customer_8002,agent_802,8,Repeated agent-customer approval pattern,fraud,REPEATED_AGENT_CUSTOMER_PAIR,APPROVED
order_103820,return_303820,customer_1368,agent_029,5,Manual override on high-value refund,fraud,MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_103342,return_303342,customer_1108,agent_029,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_100137,return_300137,customer_0263,agent_012,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101807,return_301807,customer_0317,agent_027,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_103930,return_303930,customer_1050,agent_102,5,Manual override on high-value refund,fraud,MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_100497,return_300497,customer_1729,agent_013,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103156,return_303156,customer_0505,agent_020,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_104532,return_304532,customer_0674,agent_703,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_101443,return_301443,customer_0236,agent_002,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104676,return_304676,customer_8002,agent_802,8,Repeated agent-customer approval pattern,fraud,REPEATED_AGENT_CUSTOMER_PAIR,APPROVED
order_103172,return_303172,customer_0581,agent_014,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_102729,return_302729,customer_0002,agent_014,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100738,return_300738,customer_1903,agent_006,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100504,return_300504,customer_1637,agent_020,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104247,return_304247,customer_9006,agent_021,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_102302,return_302302,customer_1131,agent_007,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103056,return_303056,customer_0985,agent_028,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_102109,return_302109,customer_0377,agent_013,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102422,return_302422,customer_0205,agent_023,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101919,return_301919,customer_0616,agent_007,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104347,return_304347,customer_0401,agent_701,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_100660,return_300660,customer_1025,agent_019,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100318,return_300318,customer_0100,agent_024,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_104238,return_304238,customer_9005,agent_019,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_103074,return_303074,customer_1957,agent_009,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_104687,return_304687,customer_8001,agent_801,8,Repeated agent-customer approval pattern,fraud,REPEATED_AGENT_CUSTOMER_PAIR,APPROVED
order_104042,return_304042,customer_0778,agent_026,5,Manual override on high-value refund,fraud,MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_102700,return_302700,customer_1482,agent_013,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103645,return_303645,customer_1458,agent_103,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_102407,return_302407,customer_1738,agent_027,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102507,return_302507,customer_1174,agent_027,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_102826,return_302826,customer_0241,agent_001,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103653,return_303653,customer_1881,agent_101,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_101610,return_301610,customer_1070,agent_029,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_100245,return_300245,customer_1996,agent_015,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102119,return_302119,customer_1683,agent_003,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100798,return_300798,customer_1489,agent_005,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102321,return_302321,customer_1441,agent_002,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_100290,return_300290,customer_1927,agent_030,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_104266,return_304266,customer_9001,agent_028,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_100852,return_300852,customer_1061,agent_001,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100236,return_300236,customer_0026,agent_004,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_101017,return_301017,customer_1028,agent_009,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101654,return_301654,customer_1191,agent_026,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101398,return_301398,customer_1417,agent_020,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_104132,return_304132,customer_9003,agent_029,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_100865,return_300865,customer_0154,agent_010,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100015,return_300015,customer_1540,agent_030,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104469,return_304469,customer_1207,agent_703,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_100604,return_300604,customer_1326,agent_010,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103757,return_303757,customer_1789,agent_102,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_101608,return_301608,customer_0801,agent_025,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104468,return_304468,customer_1849,agent_702,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_102062,return_302062,customer_1837,agent_013,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103502,return_303502,customer_0018,agent_008,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_103843,return_303843,customer_1909,agent_014,5,Manual override on high-value refund,fraud,MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_104095,return_304095,customer_9006,agent_012,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_104792,return_304792,customer_9903,agent_901,9,"Suspicious cluster: same agent, frequent customer returns, manual overrides",fraud,SUSPICIOUS_CLUSTER;NO_EVIDENCE;MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_103025,return_303025,customer_0845,agent_029,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_104209,return_304209,customer_9008,agent_019,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_103935,return_303935,customer_1756,agent_011,5,Manual override on high-value refund,fraud,MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_104462,return_304462,customer_1625,agent_702,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_100067,return_300067,customer_1526,agent_011,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_101360,return_301360,customer_0151,agent_005,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103006,return_303006,customer_0252,agent_025,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_103360,return_303360,customer_1217,agent_013,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_102320,return_302320,customer_1165,agent_012,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
